"FamilyID","SortOrder","GenusID","Genus","NoGenusSpecies","GAuthor","G_N_D","GNameDK","GNameUK","GenusDK","GenusFO","GenusGL","GenusAZ","GCharactersDK","GCharactersUK","GBiologyEuDK","GBiologyEuUK","GBiologyDkDK","GBiologyDkUK","GBiologyFoDK","GBiologyFoUK","GBiologyGLDK","GBiologyGLUK","GBiologyAzUK","GTaxNoteDK","GTaxNoteUK"
"27","5","77","Histopona","18","Thorell, 1869","0","","","1","0","0","0","<i>Histopona</i> har den bagerste øjenrække svagt tilbagebøjet.","The  posterior row of eyes in <i>Histopona</i> is slightly recurved.","","","","","","","","","","",""
"28","3","81","Cryphoeca","9","Thorell, 1870","0","","","1","0","0","0","","","","","","","","","","","","",""
"28","2","82","Antistea","2","Simon, 1898","0","","","1","0","0","0","","","","","","","","","","","","",""
"34","2","83","Araneus","46","Clerck, 1757","0","","Angulate and round-shouldered orb weavers","1","1","1","1","","Small to large large spiders ranging from 2.5 mm to at least 25 mm body length. Posterior medial eyes slightly larger than the rest and separated by one diameter from each other. Anterior medials separated by 2-3 diameters. Height of clypeus ca. 1.5 diameter of one anterior medial eye. Some species have well-developed shoulder humps while other are round-shouldered or possess traces of humps such as <i>Araneus diadematus</i>. There is some sexual dimorphism with males smaller and much slimmer than females, especially gravid ones. Epigyne with large scape originating from base of epigyne. Male palp complex, the shape of embolus and terminal apophysis being the most important characters for separating the species (Almquist 2005).","","The species produce fairly large almost vertical orb webs with about 18-30 radii and with the retreat placed higher than the web among leaves, under bark, on twigs, in lichens and on buildings (Locket & Millidge 1953, Almquist 2005).","","","","Two members of this genus are known from the Faroes of which none have been observed to breed. The Faroese records most likely deal with introduced specimens, both species are very common to the south of the Faroes, <i>Araneus diadematus</i> has also been found to the north of the Faroes in Iceland. It is possible that the species may be able to colonize the Faroes if not allready done so. The species are easily identified by the naked eye due to their large size and the characteristic markings of the abdominal folium. The species produce fairly large almost vertical orb webs with about 18-30 radii and with the retreat placed higher than the web among leaves, under bark, on twigs, in lichens and on buildings (Locket & Millidge 1953, Almquist 2005).","","This genus contains one Greenlandic species which is the largest spider occurring in Greenland with females reaching 15 mm. The species belong to the round-shouldered group within the genus as there are no abdominal shoulder humps.","","",""
"34","3","84","Nuctenea","4","Simon, 1864","0","","","1","1","0","0","","Carapace rather broad and flattened. Anterior medial eyes are situated on a low elevation. Medial trapezium slightly wider at rear. Height of clypeus about one diameter of an anterior medial eye. Lower edge of clypeus curve downward in area below anterior medial eyes. Abdomen flattened with a wide dark folium extending full length of abdomen. Several light spots are present within folium as are four pairs of large, brown or blackish impressed dots (sigilla). Venter black with a white or yellow comma-shaped mark in each side. Males with a hook on distal margin of coxa I opposite a depression on femur II (Almquist 2005).","","","","","","The genus holds just one Faroese species.","","","","",""
"34","4","85","Larinioides","8","Caporiacco, 1934","0","","","1","0","1","0","","","","","Undertiden kan de tre danske arter findes på den samme lokalitet.","","","","","","","",""
"34","6","87","Neoscona","5","Simon, 1864","0","","Spottet orbweavers","1","0","0","1","","","","","","","","","","","","",""
"34","7","88","Aculepeira","8","Chamberlin & Ivie, 1942","0","","","0","0","0","0","","","","","","","","","","","","",""
"34","8","89","Agalenatea","1","Archer, 1951","0","","","1","0","0","1","","","","","","","","","","","","",""
"34","9","90","Zilla","2","C. L. Koch, 1834","0","","","1","0","0","0","","","","","","","","","","","","",""
"34","10","91","Cercidia","1","Thorell, 1869","0","","","1","0","0","0","","","","","","","","","","","","",""
"34","11","92","Araniella","9","Chamberlin & Ivie, 1942","0","","","1","0","0","0","","","","","","","","","","","","",""
"34","12","93","Hypsosinga","5","Ausserer, 1871","0","","","1","0","1","0","","The legs are short with combined length of patella and tibia I hardly as long as carapace. Posterior medial eyes larger than the other eyes.","","Often shiny species.","","","","","","The single Greenlandic species may at first glance resemble a Theriidid such as <i>Steatoda</i> due to its abdomal markings and glossy appearance.","","",""
"34","13","94","Singa","8","C. L. Koch, 1836","0","","Pyjama orbweavers","0","0","0","0","","","","","","","","","","","","",""
"34","14","95","Zygiella","8","F. O. P.-Cambridge, 1902","0","","","1","1","0","1","","Anterior row of eyes recurv, posterior slightly procurved. Median ocular trapezium forms a square. Distance between posterior medians only slightly smaller than the distance to adjacent laterals. Clypeus less than diameter of one anterior medial eye. Dorsum of abdomen usually with a dark bordered folium. Venter and sternum with dark bands.","","Orbweavers construcing webs nearly always with missing sector in upper part with the signal thread in missing sector between hub and retreat.","","","","Orbweavers construcing webs nearly always with missing sector in upper part with the signal thread in missing sector between hub and retreat.","","","","",""
"34","18","96","Cyclosa","15","Menge, 1866","0","","Thrashline orbweavers","1","0","0","0","","","","","","","","","","","","",""
"34","19","97","Mangora","1","O. P.-Cambridge, 1889","0","","","1","0","0","1","","","","","","","","","","","","",""
"34","20","98","Argiope","5","Audouin, 1826","0","","Garden orbweavers","1","0","0","1","","","","","","","","","","","","",""
"35","2","99","Walckenaeria","72","Blackwall, 1833","0","","","1","1","1","1","","The members of this genus range in size from 1.35 to 4.0 mm (Millidge 1983). The male carapace in most European species is elevated, often into large lobes or modified in some other way. However, in a few species such as in <i>W. dysderoides</i> the male head is only slightly domed behind the eyes. Where there is a lobe this carries the posterior median eyes (Millidge 1983). In other species the male carapaces carries a projection, often furnished with hairs which may be clavate or furcated. More rarely is the carapace of the female elevated, such as in <i>W. acuminata</i> which carries a conical elevation. The sternum is longer than wide with the posterior end pointed between coxae IV (Locket & Millidge 1953). The <a href="http://www.jorgenlissner.dk/images/Pictures/Walckenaeria_atrotibialis_male_JL5576_19806.JPG">pedicel </a>is distinctly sclerotized and is quite conspicuous in some species. The abdomen is without a scutum and is unicoloured in most species, usually greyish black but occasionally light grey or yellowish brown. Tibia I and II carries two spines while III and IV carries one in the European species. Legs are unicoloured in most species, often bright orange or reddish orange. Some species have contrastingly blackened tibiae on anterior leg pairs. Spines are weak, particularly on legs I and II in males (Millidge 1983). All metatarsi with a trichobothrium, Tm I variable, ranging from 0.39-0.76 in British species (Roberts 1987). The male palpal organs are of similar form and differences are not discernible with a hand lens. Females of a few species possess characteristic epigynes which makes them identifiable in the field using a hand lens. Other characteristics of the genus (not visible with a lens) include the strongly pectinate and large superior tarsal claws of legs I and II, clear transverse striae on the lateral faces of the chelicerae and the acuminate tarsus of the female palp (Locket & Millidge 1953, Millidge 1983). The European members of the genus have been reviewed by Wunderlich (1972) and the North American by Millidge (1983). ","","","","","","There are five, possibly six Faroese species (the single record of <i>Walckenaeria obtusa</i> from 1912 is possibly a misidentified <i>W. nudipalpis</i> female, the habitus and epigynes of the two species being very similar). The species are characterized by sleek, fairly elongate blackish bodies and often bright orange or reddish orange legs (tibia I and II blackened in <i>W. antica</i>). All Faroese species have the head elevated in males. Two species have their heads slightly raised into a conical elevation carrying the eyes (<i>W. obtusa</i> and <i>W. nudipalpis</i>). Two other species have their carapaces modified by possessing a small protuberance, upward directed in <i>W. clavicornis</i> and forward directed in <i>W. cuspidata</i>). Males of the two last species have their heads modified into distinctly different lobes, a single large lobe in the small <i>W. nodosa</i> and two lobes in the slightly larger <i>W. antica</i>, the anterior smaller lobe carrying a pair of horns. All Faroese males (except <i>W. obtusa</i> and <i>W. nudipalpis</i>) are identifiable in the field with a hand lens (18-20x) by observing the carapaces in lateral view. None of the Faroese species have the head elevated in females, and identification in most cases requires a stereomicroscope although size differences narrow the possibilities. The distinct epigyne of <i>W. clavicornis</i> makes females of this species identifiable in the field using a hand lens.","","","","",""
"35","3","100","Dicymbium","3","Menge, 1868","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","4","101","Entelecara","22","Simon, 1884","0","","","1","1","0","1","","Most species are rather similar in general appearance. Males have the head region domed. Female tibiae I-II with two spines, III-IV with just one. In males spines are much reduced, usually absent altogether from tibiae I-II (Locket & Millidge 1953). Metatarsus IV with a trichobothrium in most species. Male palp with two prominent tibial apophyses.","","","","","","There is just one very rare Faroese species which is difficult to identify in the field. ","","","","",""
"35","5","102","Moebelia","2","Dahl, 1886","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","7","103","Gnathonarium","1","Karsch, 1881","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","8","104","Trematocephalus","2","Dahl, 1886","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","9","105","Tmeticus","2","Menge, 1868","0","","","1","1","0","0","","This genus description is based on Locket & Millidge (1953) and Saito & Ono (2001) and may not encompass all species currently assigned to this genus. Male head not elevated in to lobe but head may be highly raised. Male chelicerae with a large warty tooth anteriorly. Metatarsus IV with a trichobothrium. Female tibiae I-II with two spines, tibiae III-IV with one spine. Male tibiae I-II spineless, tibiae III-IV with one short spine. Male palpal tarsus and palpal organs are relatively small in some species. The species may be classified in to two groups based on the structure of the male palpal organs (Saito & Ono 2001). One group is characterized by very long male palps and a hook-shaped patellar apophysis while tibia is without distinct apophysis (except in <i>Tmeticus affinis</i> which have a small dorso-distal bifid tibial apophysis). The second group possess a shorter male palp without a patellar apophysis, but with a distinct dorsal apophysis on the tibia. ","","","","","","Just one Faroese species which only has been found once. At least some specimens have two-coloured carapaces. Males are characterized by elongated palpal patella and tibia with small palpal organs (visible with a lens).","","","","",""
"35","10","106","Gongylidium","3","Menge, 1868","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","21","107","Dismodicus","4","Simon, 1884","0","","","1","0","1","0","","","","","","","","","","","","",""
"35","22","108","Hypomma","5","Dahl, 1886","0","","","1","1","0","0","","The commonest species (including the Faroese species) are characterized by orange prosoma, legs and black, glossy abdomens with four distinct sigilla. Male head elevated into two large lobes divided longitudinally. Eyes are situated in front of lobes. Tibia I-IV with one short dorsal spines less than diameter of tibia in length. Male palp with two tibial apophyses, one short and small, one long and slender.","","","","","","","","","","",""
"28","1","109","Hahnia","20","C. L. Koch, 1841","0","","","1","1","1","0","","The carapace is longer than broad. Eyes close together with anterior medials smaller than anterior laterals. Trapezium formed by medial eyes widest behind. Lateral sides of chelicerae are straight. Tip of sternum not truncated between coxa IV. The tracheal spiracle is situated about two-fifth of distance from the spinners to the epigastric fold. The six spinners are in a transverse row. The lateral spinners are clearly longer than the rest, and the distal segment of lateral spinners is just half as long as proximal. There is no colulus.","","","","","","This genus contains just one Faroese species which only have been found once indicating a stray specimen or that the species is very rare. It is instantly recognized by the transverse row of spinners, but due to the small size of the spider this character is only visible with a lens.","","","","",""
"29","1","110","Ero","6","C. L. Koch, 1836","0","","","1","0","0","1","Slægtens medlemmer minder lidt om kugleedderkopper (Theridiidae) på grund af den runde bagkrop, som er højere end lang. Bagkroppen er forsynet med 1-2 par pukler. På bagkroppens overside ses krumme, børstelignende hår. De forreste midterøjne er let fremspringende. Afstanden mellem de forreste midterøjne og hovedets forkant (højden af clypeus) er ca. den samme som afstanden mellem de forreste og bagerste midterøjne. Længden af ben I er under 1⅓ af længden af ben IV. De to almindeligste danske arter, <i>E. furcata</i> og <i>E. cambridgei</i> overlapper i habitat, og er vanskelige at adskille alene på udseendet. Arterne har lys gulbrun forkrop med noget variable sorte bånd langs siderne, som ofte når helt ud til kanten. I midtlinien, især ved øjenregionen, ses flere uregelmæssige og variable sorte tegninger. Da forkropstegningerne er ret ens for arterne men er noget variable kan de ikke anvendes til at adskille arterne. <i>Ero</i> arterne spinder nogle meget karakteristiske gulbrune ægsække, som består af en ægformet eller aflang sæk, som er ca. 4 mm i diameter, og omviklet med krusede tråde af lidt mørkere farve. Sækken hænger i en 1-2 cm lang stilk som typisk er fastgjort til vegetation, herunder grene og bark på træer. Ægsækkene vogtes ikke, men forlades af hunnen som opsøger nye byttedyr for at kunne producere flere ægsække. Da arterne er nataktive, og gemmer sig væk i dagtimerne, er ægsækkene ofte et tydeligt vidnesbyrd om deres tilstedeværelse.","The species of this genus resemble comb-footed spiders (Theridiidae) due to their globular abdomen, which is higher than long. The abdomen bears one or two pairs of conical tubercles. The dorsal parts of the abdomen are furnished with curved bristle-like hairs. The anterior medial eyes projects on a small tubercle. The distance between the anterior edge of the carapace and the anterior medial eyes (height of clypeus) is about the same as the distance between the anterior and posterior medial eyes. The length of leg I is slightly less than 1⅓ times that of leg IV. The two commonest Danish species of the genus, <i>E. furcata</i> and <i>E. cambridgei</i>, are difficult to separate as they overlap both in general appearance and habitat. The carapaces of the species are light yellowish brown with variable blackish lateral bands, which often reach the margins. I the midline and especially the eye region there are additional irregular blackish markings. Since these markings on the carapace are quite similar for the species, they are not useful for separating the species. The egg sacks of <i>Ero</i> are very characteristic. The more or less egg-shaped sack is about 4 mm in diameter, and made of yellowish brown silk which is surrounded by loosely woven silk of a darker colour giving the sack a woolly appearance. The sack is suspended by a cord of silk about 1-2 cm long, typically fastened to vegetation, including branches and bark of trees. The sacks are not guarded but abandoned by the female, which set out for more prey to be able to produce more egg sacks. Since <i>Ero</i> species are nocturnal, and remain hidden during the daytime, the egg sacks often reveal the presence of the species before specimens are found.","","","","","","","","","","",""
"30","1","111","Episinus","8","Walckenaer, in Latreille, 1809","0","","","1","0","0","0","","","","","","","","","","","","",""
"30","4","112","Euryopis","14","Menge, 1868","0","","","1","0","0","0","","","","","","","","","","","","",""
"30","5","113","Crustulina","4","Menge, 1868","0","","","1","1","0","0","","The carapace is provided with pits and hairy warts and appears rugose. The eyes are subequal in size. The clypeus is very high - more than six times the diameter of an anterior median eye. Sternum also rugose and extended between coxae IV. The abdomen is globose. Colulus large and provided with two bristles. A stridulating organ is present.","","","","","","","","","","",""
"30","6","114","Steatoda","16","Sundevall, 1833","0","","","1","1","0","1","Hannerne i denne slægt kan producere hørbare lyde under parringen ved at gnide tænder og riller på for- og bagkrop imod hinanden.","Many species of this genus have a light band along the anterior edge of the abdomen. Males are able to produce sounds during courtship by scraping teeth on the abdomen against a file on the rear of the carapace.","","","","","","","","","","",""
"30","8","116","Seycellocesa","2","Koçak & Kemal, 2008","0","","","1","0","0","0","","","","","","","","","","","","",""
"30","10","117","Theridion","56","Walckenaer, 1805","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","24","118","Hybocoptus","2","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","25","119","Baryphyma","8","Simon, 1884","0","","","1","1","0","0","","A group of species with rather similar palpal organs and epigynes. Carapaces of males usually with dome shaped-elevation. The shape of the elevation in lateral view is an important character aiding identification. The shapes of the male palpal tibiae and tibial apophyses are equally important. Male palps are generally relatively large compared to size of prosoma. All species possess rows of stout bristles beneath the anterior femora and tibia (Millidge 1977). Tm I 0.75-0.95, Tm IV present (Roberts 1985). Tibiae I and II with two dorsal spines, tibiae III and IV with one dorsal spine (Millidge 1977).","","","","","","Just one, recently discovered Faroese species.","","","","",""
"35","26","120","Gonatium","14","Menge, 1868","0","","","1","1","0","0","","The species range in size from 2.0-3.7 mm. The cephalothorax and legs are bright orange, orange red or reddish brown. The male head carries no lobe but is slightly raised. Sternum at least as wide as long with coxae IV widely separated. Legs fairly long and slender. Leg spines are short, shorter and weaker in males than in females. Males have tibia I and to a lesser degree tibia II curved and swollen distally. They are furnished ventrally with many long hairs or bristles. Also metatarsi I and II and femora I and II are provided with many short spines or bristles ventrally. There is a single spine on each tibia in both sexes. All metatarsi with a trichobothrium. Tm I range from 0.75-0.95 (Millidge 1981). The tarsal claws are pectinated, consisting of narrow, needle-like teeth. The pectination is different in almost all other groups of spiders with pectinate claws (Millidge 1981). Abdomen globular, often reddish with four sigilla dorsally. There is no scutum. The male palpal femur is swollen in some species. The epigynes of all <i>Gonatium</i> species have the same general appearance, and depending on the number of species at a given locality specimens may be identifiable with a lens. ","","This genus has been reviewed by Millidge (1981). It is possible to recognise the members by the following combination of somatic characters: leg spination, presence of a tricobothrium on metatarsus IV, value of Tm I, and by the way the tarsal claws are pectinated (see description below). The genus is, however, also defined by the structure of the genitals which share characters thought to be derived (see Millidge (1981) for details).","","","","This genus has been reviewed by Millidge (1981). It is possible to recognise the members by the following combination of somatic characters: leg spination, presence of a trichobothrium on metatarsus IV, value of Tm I, and by the way the tarsal claws are pectinated (see description below). The genus is, however, also defined by the structure of the genitals which share characters thought to be derived (see Millidge (1981) for details). There is only one, common Faroese species which has a distinct reddish appearance. Adults are identifiable in the field using a lens due to the swollen palpal femur of males and the fairly characteristic epigyne of females.","","","","",""
"35","27","121","Maso","2","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","29","122","Pocadicnemis","6","Simon, 1884","0","","","1","0","1","0","","","","","","","","","","","","",""
"35","41","123","Oedothorax","15","Bertkau, in Förster & Bertkau, 1883","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","42","124","Trichopterna","4","Kulczynski, 1894","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","50","126","Evansia","1","O. P.-Cambridge, 1900","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","61","127","Tiso","3","Simon, 1884","0","","","1","1","1","0","","Male head only slightly raised behind eyes. Eyes rather small. Metatarsus IV without a trichobothrium. Tm I 0.5-0.59 (Roberts 1987). Tibiae I-IV with one spine.","","","","","","There are two Faroese species, one very rare species (perhaps confined to high ground) and one fairly common species mostly found at lower elevations. Females are only identifiable using a stereomicroscope. Male palps have elongated patella and femur (much more so in <i>Tiso vagans</i> than in <i>Tiso aestivus</i>). At least males of <i>T. vagans</i> are identifiable in the field using a lens due to the elongated palps. However, they may at first glance be confused with males of the very rare <i>Tmeticus affinis</i> which also have elongated palps (in this species patella and tibia are elongated) but this species have conspicuously slender palps and the tibial apophysis is just a small bifid tooth. Male head slightly more raised behind the eyes in <i>T. vagans</i> than in <i>T. aestivus</i>.","","","","",""
"35","63","128","Minyriolus","4","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","64","129","Tapinocyba","22","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","65","130","Tapinocyboides","1","Wiehle, 1960","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","66","131","Microctenonyx","2","Dahl, 1886","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","67","132","Satilatlas","1","Keyserling, 1886","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","68","133","Thyreosthenius","2","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","69","134","Monocephalus","2","Smith, 1906","0","","","1","1","0","0","","Male head elevated and depressed at sides. Metatarsus IV without a trichobothrium. Tibiae I-IV with one spine but tibia I-II spineless in males.","","The species are identifiable by the heads, palps and epigynes but in most cases a stereomicroscope is needed.","","","","The genus holds only one species on the Faroes. Males are identifiable in the field with a lens (20x) due to the elevated head, deeply depressed at sides as seen from above. Females are only identifiable by inspecting the epigyne under the stereomicroscope.","","","","",""
"35","70","135","Lophomma","1","Menge, 1868","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","81","136","Saloca","3","Simon, 1926","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","83","137","Micrargus","11","Dahl, 1886","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","84","138","Notioscopus","1","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","86","139","Erigonella","4","Dahl, 1901","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","87","140","Savignia","6","Blackwall, 1833","0","","","1","1","0","0","","The <i>Savignia</i> species group was redefined by Millidge (1977) as the original description by Blackwall (1833) only accommodated one species <i>Savignia frontata</i> which erroneously was grouped with six-eyed spiders. A number of new species have been assigned to this genus in recent years (The World Spider Catalog by Platnick). The genus is closely related to <i>Diplocephalus</i> and other genera with similar structures of genitals and it has been proposed to merge these genera (Millidge 1997). However, Eskov (1988) on the other hand would like to limit <i>Savignia</i> to species with T-shaped embolic division and an embolus which is slightly curved and directed backwards (Bosselaers & Henderickx 2002).","","","","","","The single Faroese species belonging to this genus is small and blackish. The male has a highly characteristic snout which is visible with a lens. Female is only identifiable under the stereomicroscope.","","","","",""
"35","88","141","Diplocephalus","37","Bertkau, 1883","0","","","1","1","1","0","","Male head elevated in to a variety of lobes (Locket & Millidge 1953). Tibiae I-II with two spines, III-IV with just one spine (spines sometimes reduced or absent in males). Metatarsi longer than tarsi: leg I: 1.2-1.3 times, leg IV: 1.5-1.6 times (Locket & Millidge 1953).","","","","","","The two Faroese species are very similar in general appearance, except for <i>Diplocephalus permixtus</i> being a smaller species than <i>Diplocephalus cristatus</i> but with is some overlap in size. In both species the male carapace is raised into two lobes divided by a transverse groove appearing quite similar in lateral view. In <i>Diplocephalus permixtus</i> the carapace is relatively longer compared to the size of the spider projecting considerable over chelicerae. Thus, when viewed from above the males have clearly different carapaces. However, species identification with a lens of live specimens is difficult due to the small sizes of the species and reliable identification requires examination of male palps and female epigynes of alcohol preserved specimens under the stereomicroscope.","","","","",""
"35","101","142","Lessertia","2","Smith, 1908","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","105","144","Diplocentria","5","Hull, 1911","0","","","1","1","0","0","","Male head not elevated. Eyes large, all about 0.5 diameter apart (Locket & Millidge 1953). Tibiae I-III with two spines, IV with just one. Metatarsi longer than tarsi (leg I: 1.2 times; leg IV: 1.7 times).","","","","","","","","","","",""
"35","106","145","Erigone","41","Audouin, 1826","0","","","1","1","1","1","","Edges of carapace strongly dentate in males, less so in females. Male head domed, but not raised in to a lobe. The chelicers are robust and furnished with warts and teeth anteriorly being more strongly developed in males than in females. Tibiae I-III with two spines, IV with just one. Metatarsi slightly longer than tarsi: leg I: 1.3-1.4 times, leg IV: ca.1.6 times (Locket & Millidge 1953). Male palp with characteristic large ventral patellar apophysis at the distal end. Palpal femur often with ventral knobs and teeth along length.","","","","","","There are five Faroese species in this genus which are rather similar in general appearance.  Species identification with a lens of live specimens is difficult due to the small sizes of the species. They are to some extent separable by size, habitat and shape of patellar apophysis of palps (males only, considerable intraspecific variation), but reliable identification requires examination of male palps and female epigynes of alcohol preserved specimens under the stereomicroscope.","","","","",""
"35","109","148","Semljicola","11","Strand, 1906","0","","","0","1","1","0","","","","","","","","","","","","",""
"35","110","149","Donacochara","1","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","121","150","Leptorhoptrum","1","Kulczynski, 1894","0","","","1","1","0","0","","This genus holds only one, fairly large species with simple genitals.","","","","","","","","","","",""
"35","122","151","Drepanotylus","3","Holm, 1945","0","","","1","1","0","0","","Both sexes domed behind the eyes. All tibiae with two dorsal spines, tibia I with an additional prolateral spine.","","","","","","","","","","",""
"35","123","152","Leptothrix","1","Menge, 1869","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","125","153","Halorates","1","Hull, 1911","0","","","0","1","0","0","","Male carapace not modified, both sexes similar in general appearance (Roberts 1985). Chelicerae of males with a large cylindrical tubercle, just above the outer row of teeth (Locket & Millidge 1953). Metatarsus IV almost twice as long as tarsus IV. All tibia with two spines, but no lateral ones (Locket & Millidge 1953).","","","","","","Just one Faroese species in genus, <i>Halorates reprobus</i>. The structures of the male palp and epigyne reveal that it is rather closely related to species of <i>Collinsia</i> (Locket & Millidge 1953, Millidge 1977). However it does not overlap in habitat and size with <i>Collinsia holmgreni</i> also known from the Faroes.","","","","",""
"35","126","154","Carorita","2","Duffey & Merrett, 1963","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","127","155","Wiehlea","1","Braun, 1959","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","128","156","Mioxena","1","Simon, 1926","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","130","158","Asthenargus","7","Simon & Fage, 1922","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","141","159","Jacksonella","1","Millidge, 1951","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","142","160","Pseudomaro","1","Denis, 1966","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","143","161","Ostearius","1","(Hull, 1911)","0","","","1","1","0","1","","All tibia with two dorsal spines but no lateral spines. Metatarsus IV about twice as long as tarsus IV. Male palp with tibial apophysis.","","","","","","","","","","",""
"35","144","162","Aphileta","1","Hull, 1920","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","145","163","Porrhomma","29","Simon, 1884","0","","","1","1","1","1","","There is no recent revision of the genus available. The description here is based on Locket & Millidge (1953), and Borges & Wunderlich (2008). Ocular area with some forward projecting hairs, most pronounced in males. Eyes are variable in size, in some species minute or absent. Metatarsus IV without a trichobothrium. The species differ in leg spination, a character that is useful for grouping the species aiding identification. Male palp with no tibial apophysis. Some species possess stridulating files on coxa I while these are reduced or absent in others. The latter case is considered a derived (apomorphic) character of the genus. Tm I of British species range between 0.3-0.64 (Roberts 1987).","","A fairly homogenous group of small spiders which are difficult to identify due to similarity of species and rather great intraspecific variation. Some species are adapted morphologically to troglodytic or subterranean lifestyle, e.g. with eyes distinctly reduced or with paler pigmentation. Depending on habitat, troglodytic species exhibit a great degree of plasticity in morphological adaptations (even leg spination varies) which further complicates identification. The species of Porrhomma are mainly found in the temperate zone of the northern Hemisphere, with most species in the Palaearctic region. ","","","","A fairly homogenous group of small spiders which are difficult to identify due to similarity of species and rather great intraspecific variation. Some species are adapted morphologically to troglodytic or subterranean lifestyle, e.g. with eyes distinctly reduced or with paler pigmentation. Depending on habitat, troglodytic species exhibit a great degree of plasticity in morphological adaptations (even leg spination varies) which further complicates identification. The species of Porrhomma are mainly found in the temperate zone of the northern Hemisphere, with most species in the Palaearctic region. The genus holds three uncommon or rare species in the Faroes. They may be difficult to identify even with a stereomicroscope due to similarity of the sex organs, epigynes in particular. The Faroese species differ in leg spination (Roberts 1987), size of eyes (Locket & Millidge 1953) and to some extent also position of Tm I (Roberts 1987) but unfortunately these characters are not always reliable. ","","","","",""
"35","148","164","Microneta","4","Menge, 1869","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","149","165","Maro","5","O. P.-Cambridge, 1906","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","161","166","Centromerus","65","Dahl, 1886","0","","","1","1","0","0","","Legs fairly short and stout (Locket & Millidge 1953). Metatarsi I and II with a small dorsal spine. Metatarsus IV without a trichobothrium. Tibia I sometimes with a prolateral spine. Tibia IV with one or two dorsal spines. Epigyne with a scape in most species.","","","","","","The three Faroese species differ in leg spination or size. Females are separable by their epigynal scapes which are visible with a lens (18x magnification). <i>Centromerus dilutus</i> is clearly the smallest species, having only one dorsal spine on tibia IV and a very long and slender scapus (length ca. 10 times diameter) ,barely visible with a lens. <i>Centromerus arcanus</i> is larger, also having only one dorsal spine on tibia IV and fairly thick scapus (length ca. 5 times diameter). <i>Centromerus prudens</i> is about the same size as <i>C. arcanus</i>, but has two dorsal spines on tibia IV and a very short scapus (length ca. 1.5 times diameter). Males are not easy to separate with a lens except that <i>Centromerus dilutus</i> males are clearly smaller than males of the two other species. The shape of the male paracymbium readily separates the species but a stereomicroscope is  needed to view such small details.","","","","",""
"35","162","167","Tallusia","3","Lehtinen & Saaristo, 1972","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","163","168","Centromerita","2","Dahl, 1912","0","","","1","1","0","0","","All tibiae with two dorsal spines, lateral spines and some stout spines ventrally (Locket & Millidge 1953). Metatarsus without a trichobothrium. Femora I and II each with a dorsal and prolateral spine. The male palpal tibia has a bunch of stout serrated bristles.","","","","","","The occurrence of two different species on the Faroes was not recognized until 1979 (Bengtson & Hauge 1979). Previous workers apparently considered all records belonging to either <i>Centromerita bicolor</i> or <i>Centromerita concinna</i>. However, both species are common on the Faroes, the latter species being the commonest as in most of the range both species co-occur. <i>Centromerita bicolor</i> is a larger species than <i>Centromerita concinna</i>. Besides this there are no characters to separate the species unless using a stereomicroscope or alternatively photographing specimens at high magnification to observe the development of spines in the head area or the distance between posterior median eyes. Both these characters differs among the species (see species descriptions).","","","","",""
"35","164","169","Sintula","9","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
