"PhotoId","RefId","SpeciesId","LocID","SubjectDK","SubjectUK","Filename","IsFO","IsGL","IsGR","IsAZ","IsPS","TimeStamp"
"782","3432","635","104","Hun","Female","Pictures\Linyphia_triangularis_hun_1889.jpg","0","0","0","0","0","23-08-2006 20:17:02"
"783","3432","635","104","Hun","Female","Pictures\Linyphia_triangularis_hun_1891.jpg","0","0","0","0","0","23-08-2006 20:17:34"
"784","3430","1054","104","Hun","Female","Pictures\Obscuriphantes_obscurus_hun_1871.jpg","0","0","0","0","0","23-08-2006 20:18:25"
"785","3429","94","104","Hun","Female","Pictures\Tetragnatha_obtusa_hun_1861.jpg","0","0","0","0","0","23-08-2006 20:19:01"
"786","3429","94","104","Hun","Female","Pictures\Tetragnatha_obtusa_hun_1863.jpg","0","0","0","0","0","23-08-2006 20:19:31"
"787","3429","94","104","Hun","Female","Pictures\Tetragnatha_obtusa_hun_1864.jpg","0","0","0","0","0","23-08-2006 20:19:57"
"788","3429","94","104","Hun","Female","Pictures\Tetragnatha_obtusa_hun_1865.jpg","0","0","0","0","0","23-08-2006 20:20:24"
"789","3404","136","108","Subadult han","Subadult male","Pictures\Ozyptila_scabricula_subhan_1852.jpg","0","0","0","0","0","23-08-2006 20:21:47"
"790","3405","1286","313","Hun","Female","Pictures\Cryptachaea_riparia_hun_1907.jpg","0","0","0","0","0","23-08-2006 20:31:21"
"791","3405","1286","313","Hun","Female","Pictures\Cryptachaea_riparia_hun_1909.jpg","0","0","0","0","0","23-08-2006 20:31:49"
"792","3406","1002","315","Han","Male","Pictures\Zelotes_clivicola_han_1913.jpg","0","0","0","0","0","23-08-2006 20:32:21"
"793","3406","1002","315","Han","Male","Pictures\Zelotes_clivicola_han_1914.jpg","0","0","0","0","0","23-08-2006 20:32:55"
"794","3407","24","309","Han","Male","Pictures\Zelotes_petrensis_han_1910.jpg","0","0","0","0","0","23-08-2006 20:33:28"
"795","3407","24","309","Han","Male","Pictures\Zelotes_petrensis_han_1911.jpg","0","0","0","0","0","23-08-2006 20:33:59"
"796","3586","283","318","Han","Male","Pictures\Araneus_quadratus_han_1933.jpg","1","0","0","0","0","24-08-2006 19:03:42"
"797","3586","283","318","Han","Male","Pictures\Araneus_quadratus_han_1934.jpg","1","0","0","0","0","24-08-2006 19:04:11"
"798","3321","298","66","Hun","Female","Pictures\Araniella_cucurbitina_hun_1892.jpg","0","0","0","0","0","24-08-2006 19:04:43"
"799","3345","596","94","Han","Male","Pictures\Bathyphantes_gracilis_han_1895.jpg","0","0","0","0","0","24-08-2006 19:05:12"
"800","3584","940","318","Hun","Female","Pictures\Eresus_sandaliatus_hun_1929.jpg","0","0","0","0","0","24-08-2006 19:05:43"
"801","3572","199","309","Han","Male","Pictures\Evarcha_arcuata_han_1939.jpg","0","0","0","0","0","24-08-2006 19:06:13"
"802","3572","199","309","Han","Male","Pictures\Evarcha_arcuata_han_1941.jpg","0","0","0","0","0","24-08-2006 19:06:44"
"803","3356","636","302","Hun","Female","Pictures\Linyphia_hortensis_hun_1899.jpg","0","0","0","0","0","24-08-2006 19:07:14"
"804","3356","636","302","Hun","Female","Pictures\Linyphia_hortensis_hun_1901.jpg","0","0","0","0","0","24-08-2006 19:07:39"
"805","3443","174","308","Han","Male","Pictures\Marpissa_pomatia_han_1915.jpg","0","0","0","0","0","24-08-2006 19:08:11"
"806","3443","174","308","Han","Male","Pictures\Marpissa_pomatia_han_1916.jpg","0","0","0","0","0","24-08-2006 19:08:34"
"807","3443","174","308","Han","Male","Pictures\Marpissa_pomatia_han_1917.jpg","0","0","0","0","0","24-08-2006 19:08:57"
"808","3443","174","308","Han","Male","Pictures\Marpissa_pomatia_han_1919.jpg","0","0","0","0","0","24-08-2006 19:09:18"
"809","3583","147","66","Hun","Female","Pictures\Philodromus_cespitum_hun_1930.jpg","0","0","0","0","0","24-08-2006 19:09:47"
"810","3583","147","66","Hun","Female","Pictures\Philodromus_cespitum_hun_1932.jpg","0","0","0","0","0","24-08-2006 19:10:12"
"811","3344","243","298","Han","Male","Pictures\Pirata_piraticus_han_1897.jpg","0","0","0","0","0","24-08-2006 19:10:52"
"812","3344","243","298","Han","Male","Pictures\Pirata_piraticus_han_1898.jpg","0","0","0","0","0","24-08-2006 19:11:17"
"813","3426","165","309","Hun","Female","Pictures\Salticus_zebranus_hun_1921.jpg","0","0","0","0","0","24-08-2006 19:11:49"
"814","3424","1134","230","Hun","Female","Pictures\Sibianor_larae_female_JL3424_1924.jpg","0","0","0","0","0","24-08-2006 19:12:23"
"815","3424","1134","230","Hun","Female","Pictures\Sibianor_larae_female_JL3424_1925.jpg","0","0","0","0","0","24-08-2006 19:12:47"
"816","3427","385","317","Mørk hun","Dark female","Pictures\Steatoda_albomaculata_hun_1923.jpg","0","0","0","0","0","24-08-2006 19:13:33"
"817","3425","203","230","Han","Male","Pictures\Synageles_venator_han_1926.jpg","0","0","0","0","0","24-08-2006 19:14:00"
"818","3425","203","230","Han","Male","Pictures\Synageles_venator_han_1927.jpg","0","0","0","0","0","24-08-2006 19:14:25"
"819","3343","607","300","Hun","Female","Pictures\Taracnucnus_setosus_hun_1902.jpg","0","0","0","0","0","24-08-2006 19:14:47"
"820","3184","264","280","Han","Male","Pictures\Tegenaria_domestica_han_1904.jpg","0","0","0","1","0","24-08-2006 19:15:23"
"821","3184","264","280","Han","Male","Pictures\Tegenaria_domestica_han_1905.jpg","0","0","0","1","0","24-08-2006 19:15:48"
"822","3582","232","319","Han","Male","Pictures\Trochosa_ruricola_han_1935.jpg","0","0","0","0","0","24-08-2006 19:16:22"
"823","3582","232","319","Han","Male","Pictures\Trochosa_ruricola_han_1936.jpg","0","0","0","0","0","24-08-2006 19:16:46"
"824","3607","1108","321","Hun","Female","Pictures\Cheiracanthium_striolatum_hun_1682.jpg","0","0","0","0","0","29-08-2006 21:04:44"
"825","3607","1108","321","Hun","Female","Pictures\Cheiracanthium_striolatum_hun_1683.jpg","0","0","0","0","0","29-08-2006 21:05:06"
"826","3608","1123","324","Hun","Female","Pictures\Micaria_guttigera_hun_1649.jpg","0","0","0","0","0","29-08-2006 21:06:09"
"827","3609","1109","324","Han","Male","Pictures\Euryopis_episinoides_han_1672.jpg","0","0","0","0","0","29-08-2006 21:06:33"
"828","3609","1109","324","Han","Male","Pictures\Euryopis_episinoides_han_1674.jpg","0","0","0","0","0","29-08-2006 21:06:53"
"829","3610","1106","325","Han","Male","Pictures\Menemerus_semilimbatus_han_1953.jpg","0","0","0","0","0","29-08-2006 21:09:15"
"830","3610","1106","325","Han","Male","Pictures\Menemerus_semilimbatus_han_1954.jpg","0","0","0","0","0","29-08-2006 21:09:41"
"831","3610","1106","325","Han","Male","Pictures\Menemerus_semilimbatus_han_1955.jpg","0","0","0","0","0","29-08-2006 21:10:09"
"832","3601","316","232","Hun","Female","Pictures\Argiope_bruennichi_hun_1964.jpg","0","0","0","0","0","29-08-2006 21:10:39"
"833","3601","316","232","Hun","Female","Pictures\Argiope_bruennichi_hun_1965.jpg","0","0","0","0","0","29-08-2006 21:11:20"
"834","3601","316","232","Hun","Female","Pictures\Argiope_bruennichi_hun_1968.jpg","0","0","0","0","0","29-08-2006 21:11:37"
"835","3606","1110","284","Juvenil","Spiderling","Pictures\Atypus_affinis_juvenil_1969.jpg","0","0","0","0","0","29-08-2006 21:12:27"
"836","3538","173","308","Han","Male","Pictures\Marpissa_radiata_han_1944.jpg","0","0","0","0","0","29-08-2006 21:12:58"
"837","3538","173","308","Han","Male","Pictures\Marpissa_radiata_han_1945.jpg","0","0","0","0","0","29-08-2006 21:13:23"
"838","3447","1058","307","Hun","Female","Pictures\Mughiphantes_pulcher_hun_1947.jpg","0","0","0","0","0","29-08-2006 21:13:54"
"839","3447","1058","307","Hun","Female","Pictures\Mughiphantes_pulcher_hun_1949.jpg","0","0","0","0","0","29-08-2006 21:14:19"
"840","3605","297","284","Han","Male","Pictures\Cercidia_prominens_han_1971.jpg","0","0","0","0","0","29-08-2006 21:14:41"
"841","3605","297","284","Han","Male","Pictures\Cercidia_prominens_han_1972.jpg","0","0","0","0","0","29-08-2006 21:14:58"
"842","3251","74","295","Subadult hun","Subadult female","Pictures\Liocranoeca_striata_juv_1467.jpg","0","0","0","0","0","11-09-2006 19:03:47"
"843","3638","646","88","Hun","Female","Pictures\Allomengea_vidua_hun_2008.jpg","0","0","0","0","0","22-09-2006 12:57:41"
"844","3638","646","88","Hun","Female","Pictures\Allomengea_vidua_hun_2009.jpg","0","0","0","0","0","22-09-2006 12:58:14"
"845","3645","276","329","Han","Male","Pictures\Antistea_elegans_han_2001.jpg","0","0","0","0","0","22-09-2006 12:58:41"
"846","3619","598","88","Hun","Female","Pictures\Bathyphantes_nigrinus_hun_2010.jpg","0","0","0","0","0","22-09-2006 12:59:09"
"847","3623","342","88","Hun","Female","Pictures\Dicymbium_tibiale_hun_2005.jpg","0","0","0","0","0","22-09-2006 13:00:35"
"848","3438","523","308","Han","Male","Pictures\Donacochara_speciosa_han_1982.jpg","0","0","0","0","0","22-09-2006 13:01:25"
"849","3438","523","308","Han","Male","Pictures\Donacochara_speciosa_han_1983.jpg","0","0","0","0","0","22-09-2006 13:01:49"
"850","3438","523","308","Han","Male","Pictures\Donacochara_speciosa_han_1988.jpg","0","0","0","0","0","22-09-2006 13:02:15"
"851","3636","948","88","Hun","Female","Pictures\Floronia_bucculenta_hun_2017.jpg","0","0","0","0","0","22-09-2006 13:02:42"
"852","3636","948","88","Hun","Female","Pictures\Floronia_bucculenta_hun_2018.jpg","0","0","0","0","0","22-09-2006 13:03:05"
"853","3636","948","88","Hun","Female","Pictures\Floronia_bucculenta_hun_2020.jpg","0","0","0","0","0","22-09-2006 13:03:29"
"854","3626","480","88","Han","Male","Pictures\Gongylidiellum_vivum_han_2006.jpg","0","0","0","0","0","22-09-2006 13:04:06"
"855","3634","361","328","Hun","Female","Pictures\Hahnia_montana_hun_1996.jpg","1","0","0","0","0","22-09-2006 13:04:32"
"856","3634","361","328","Hun","Female","Pictures\Hahnia_montana_hun_2000.jpg","1","0","0","0","0","22-09-2006 13:04:57"
"857","3620","527","88","Han","Male","Pictures\Hilaira_excisa_han_2013.jpg","0","0","0","0","0","22-09-2006 13:05:26"
"858","3620","527","88","Han","Male","Pictures\Hilaira_excisa_han_2014.jpg","0","0","0","0","0","22-09-2006 13:05:48"
"859","3538","173","308","Han","Male","Pictures\Marpissa_radiata_han_1975.jpg","0","0","0","0","0","22-09-2006 13:06:30"
"860","3404","136","108","Lys han","Lighter coloured male","Pictures\Ozyptila_scabricula_han_1991.jpg","0","0","0","0","0","22-09-2006 13:08:47"
"861","3643","136","108","Han","Male","Pictures\Ozyptila_scabricula_han_2021.jpg","0","0","0","0","0","22-09-2006 13:09:20"
"862","3643","136","108","Han","Male","Pictures\Ozyptila_scabricula_han_2023.jpg","0","0","0","0","0","22-09-2006 13:09:46"
"863","3643","136","108","Han","Male","Pictures\Ozyptila_scabricula_han_2024.jpg","0","0","0","0","0","22-09-2006 13:10:15"
"864","3644","605","108","Hun","Female","Pictures\Tapinopa_longidens_hun_2026.jpg","0","0","0","0","0","22-09-2006 13:10:38"
"865","3640","336","88","Hun","Female","Pictures\Walckenaeria_unicornis_hun_2015.jpg","0","0","0","0","0","22-09-2006 13:11:15"
"866","3623","342","88","Han. Bemærk de fortykkede Tibia I","Male. Note the swollen Tibia I","Pictures\Dicymbium_tibiale_han_2034.jpg","0","0","0","0","0","22-09-2006 13:12:57"
"867","3623","342","88","Han","Male","Pictures\Dicymbium_tibiale_han_2035.jpg","0","0","0","0","0","22-09-2006 13:13:20"
"868","1823","602","88","Han","Male","Pictures\Diplostyla_concolor_han_2041.jpg","0","0","0","0","0","22-09-2006 13:13:46"
"869","1823","602","88","Han","Male","Pictures\Diplostyla_concolor_han_2051.jpg","0","0","0","0","0","22-09-2006 13:14:14"
"870","3621","430","88","Hun","Female","Pictures\Gonatium_rubellum_hun_2036.jpg","0","0","0","0","0","22-09-2006 13:14:44"
"871","3621","430","88","Hun","Female","Pictures\Gonatium_rubellum_hun_2037.jpg","0","0","0","0","0","22-09-2006 13:15:14"
"872","3631","527","88","Hun","Female","Pictures\Hilaira_excisa_hun_2038.jpg","0","0","0","0","0","22-09-2006 13:15:41"
"873","3631","527","88","Hun","Female","Pictures\Hilaira_excisa_hun_2039.jpg","0","0","0","0","0","22-09-2006 13:16:04"
"874","3646","83","88","Han","Male","Pictures\Robertus_lividus_han_2047.jpg","0","0","0","0","0","22-09-2006 13:16:27"
"875","3646","83","88","Han","Male","Pictures\Robertus_lividus_han_2048.jpg","0","0","0","0","0","22-09-2006 13:16:50"
"876","3459","265","306","Han","Male","Pictures\Malthonica_silvestris_han_2030.jpg","0","0","0","0","0","22-09-2006 13:17:26"
"877","3459","265","306","Han","Male","Pictures\Malthonica_silvestris_han_2032.jpg","0","0","0","0","0","22-09-2006 13:17:55"
"878","3445","656","235","Subadult hun","Subadult female","Pictures\Titanoeca_quadriguttata_subhun_2033.jpg","0","0","0","0","0","22-09-2006 13:18:32"
"879","3625","339","88","Han","Male","Pictures\Walckenaeria_kochi_han_2044.jpg","0","0","0","0","0","22-09-2006 13:18:57"
"880","3625","339","88","Han","Male","Pictures\Walckenaeria_kochi_han_2045.jpg","0","0","0","0","0","22-09-2006 13:19:20"
"881","3672","59","108","Hun","Female","Pictures\Clubiona_trivialis_hun_2069.jpg","0","0","0","0","0","08-10-2006 20:38:38"
"882","3672","59","108","Hun","Female","Pictures\Clubiona_trivialis_hun_2070.jpg","0","0","0","0","0","08-10-2006 20:39:07"
"883","3656","429","159","Hun","Female","Pictures\Gonatium_rubens_hun_2074.jpg","0","0","0","0","0","08-10-2006 20:39:50"
"884","3656","429","159","Hun","Female","Pictures\Gonatium_rubens_hun_2076.jpg","0","0","0","0","0","08-10-2006 20:40:30"
"885","3658","601","159","Hun","Female","Pictures\Kaestneria_pullata_hun_2073.jpg","0","0","0","0","0","08-10-2006 20:41:22"
"886","3649","432","329","Hun","Female","Pictures\Maso_sundevalli_hun_2055.jpg","0","0","0","0","0","08-10-2006 20:41:53"
"887","3649","432","329","Hun","Female","Pictures\Maso_sundevalli_hun_2057.jpg","0","0","0","0","0","08-10-2006 20:42:27"
"888","3629","483","88","Hun","Female","Pictures\Micrargus_herbigradus_hun_2053.jpg","0","0","0","0","0","08-10-2006 20:42:58"
"889","3629","483","88","Hun","Female","Pictures\Micrargus_herbigradus_hun_2054.jpg","0","0","0","0","0","08-10-2006 20:43:51"
"890","3648","568","329","Han","Male","Pictures\Microneta_viaria_han_2058.jpg","0","0","0","0","0","08-10-2006 20:44:32"
"891","3648","568","329","Han","Male","Pictures\Microneta_viaria_han_2060.jpg","0","0","0","0","0","08-10-2006 20:45:08"
"892","3657","143","159","Hun","Female","Pictures\Ozyptila_brevipes_hun_2066.jpg","0","0","0","0","0","08-10-2006 20:45:42"
"893","3647","261","160","Han","Male","Pictures\Tegenaria_paritiana_han_2061.jpg","0","0","0","1","0","08-10-2006 20:46:38"
"894","3647","261","160","Han","Male","Pictures\Tegenaria_paritiana_han_2062.jpg","0","0","0","1","0","08-10-2006 20:47:03"
"895","3673","621","108","Han","Male","Pictures\Tenuiphantes_mengei_han_2071.jpg","0","0","0","0","0","08-10-2006 20:48:08"
"896","3445","656","235","Subadult hun","Subadult female","Pictures\Titanoeca_quadriguttata_hun_2063.jpg","0","0","0","0","0","08-10-2006 20:48:45"
"897","3445","656","235","Subadult hun","Subadult female","Pictures\Titanoeca_quadriguttata_hun_2064.jpg","0","0","0","0","0","08-10-2006 20:49:15"
"898","3688","499","331","Han","Male","Pictures\Araeoncus_humilis_han_2110.jpg","0","0","0","0","0","08-10-2006 20:49:48"
"899","3696","1110","43","Hun. Bagerste spindevorter","Female. Posterior spinners","Pictures\Atypus_affinis_hun_2087.jpg","0","0","0","0","0","08-10-2006 20:52:12"
"900","3696","1110","43","Hun. Øjengruppe og fremadrettede kæber","Female. Eyegroup and forward projecting chelicerae","Pictures\Atypus_affinis_hun_2088.jpg","0","0","0","0","0","08-10-2006 20:54:37"
"901","3696","1110","43","Hunnens forkrop set fra oven","Dorsal view of female carapace","Pictures\Atypus_affinis_hun_2089.jpg","0","0","0","0","0","08-10-2006 20:55:37"
"902","3695","1110","284","Udsuget han, formentligt ædt af hun og smidt ud af fangrør","Sucked out male, likely eaten by the female and ejected from the silk tube","Pictures\Atypus_affinis_male_2099.jpg","0","0","0","0","0","08-10-2006 21:00:56"
"903","3680","595","80","Han","Male","Pictures\Bathyphantes_approximatus_han_2079.jpg","0","0","0","0","0","08-10-2006 21:01:27"
"904","3678","494","80","Han","Male","Pictures\Diplocephalus_permixtus_han_2103.jpg","0","0","0","0","0","08-10-2006 21:02:02"
"905","3675","362","108","Hun","Female","Pictures\Hahnia_nava_hun_2093.jpg","0","0","0","0","0","08-10-2006 21:02:48"
"906","3675","362","108","Hun","Female","Pictures\Hahnia_nava_hun_2094.jpg","0","0","0","0","0","08-10-2006 21:03:12"
"907","3675","362","108","Hun","Female","Pictures\Hahnia_nava_hun_2095.jpg","0","0","0","0","0","08-10-2006 21:03:37"
"908","3655","290","159","Han","Male","Pictures\Larinioides_patagiatus_han_2100.jpg","0","0","0","0","0","08-10-2006 21:04:06"
"909","3674","175","108","Hun","Female","Pictures\Marpissa_nivoyi_hun_2080.jpg","0","0","0","0","0","08-10-2006 21:04:37"
"910","3693","143","330","Han","Male","Pictures\Ozyptila_brevipes_han_2113.jpg","0","0","0","0","0","08-10-2006 21:05:15"
"911","3693","143","330","Han","Male","Pictures\Ozyptila_brevipes_han_2114.jpg","0","0","0","0","0","08-10-2006 21:05:40"
"912","3693","143","330","Hun","Female","Pictures\Ozyptila_brevipes_hun_2116.jpg","0","0","0","0","0","08-10-2006 21:06:10"
"913","3693","143","330","Hun","Female","Pictures\Ozyptila_brevipes_hun_2117.jpg","0","0","0","0","0","08-10-2006 21:06:40"
"914","3654","87","159","Han","Male","Pictures\Pholcomma_gibbum_han_2083.jpg","0","0","0","0","0","08-10-2006 21:07:25"
"915","3654","87","159","Han","Male","Pictures\Pholcomma_gibbum_han_2084.jpg","0","0","0","0","0","08-10-2006 21:07:51"
"916","3654","87","159","Han","Male","Pictures\Pholcomma_gibbum_han_2085.jpg","0","0","0","0","0","08-10-2006 21:08:16"
"917","3679","586","80","Han","Male","Pictures\Tallusia_experta_han_2105.jpg","0","0","0","0","0","08-10-2006 21:08:42"
"918","3660","444","159","Han","Male","Pictures\Trichopterna_cito_han_2098.jpg","0","0","0","0","0","08-10-2006 21:10:18"
"919","3661","340","159","Hun","Female","Pictures\Walckenaeria_acuminata_hun_2101.jpg","0","0","0","0","0","08-10-2006 21:10:45"
"920","3653","706","332","Subadult han","Subadult male","Pictures\Zodarion_rubidum_subhan_2090.jpg","0","0","0","0","0","08-10-2006 21:11:19"
"921","3653","706","332","Subadult han","Subadult male","Pictures\Zodarion_rubidum_subhan_2092.jpg","0","0","0","0","0","08-10-2006 21:11:56"
"922","3703","645","333","Hun","Female","Pictures\Allomengea_scopigera_hun_2129.jpg","0","0","0","0","0","30-10-2006 09:26:02"
"923","3703","645","333","Hun","Female","Pictures\Allomengea_scopigera_hun_2130.jpg","0","0","0","0","0","30-10-2006 13:18:06"
"924","3687","397","331","Hun","Female","Pictures\Seycellocesa_vittatus_hun_2123.jpg","0","0","0","0","0","30-10-2006 21:38:22"
"925","3687","397","331","Hun","Female","Pictures\Seycellocesa_vittatus_hun_2124.jpg","0","0","0","0","0","30-10-2006 21:41:34"
"926","3693","143","330","Hun","Female","Pictures\Ozyptila_brevipes_hun_2119.jpg","0","0","0","0","0","30-10-2006 21:42:22"
"927","3702","140","334","Hun","Female","Pictures\Ozyptila_trux_hun_2131.jpg","0","0","0","0","0","30-10-2006 21:42:59"
"928","3702","140","334","Subadult han","Subadult male","Pictures\Ozyptila_trux_subhan_2125.jpg","0","0","0","0","0","30-10-2006 21:44:08"
"929","3733","588","337","Hun","Female","Pictures\Centromerita_concinna_hun_2158.jpg","0","0","0","0","0","30-10-2006 21:45:52"
"930","3733","588","337","Han","Male","Pictures\Centromerita_concinna_han_2160.jpg","0","0","0","0","0","30-10-2006 21:46:35"
"931","3732","31","337","Subadult han","Subadult male","Pictures\Gnaphosa_leporina_subhan_2154.jpg","0","0","0","0","0","30-10-2006 21:47:17"
"932","3732","31","337","Subadult han","Subadult male","Pictures\Gnaphosa_leporina_subhan_2155.jpg","0","0","0","0","0","30-10-2006 21:47:46"
"933","3732","31","337","Subadult han","Subadult male","Pictures\Gnaphosa_leporina_subhan_2157.jpg","0","0","0","0","0","30-10-2006 21:48:17"
"934","3734","593","104","Hun","Female","Pictures\Macrargus_rufus_hun_2162.jpg","0","0","0","0","0","30-10-2006 21:48:47"
"935","3736","956","330","Han","Male","Pictures\Palliduphanthes_ericaeus_han_2164.jpg","0","0","0","0","0","30-10-2006 21:49:14"
"936","3736","956","330","Han","Male","Pictures\Palliduphanthes_ericaeus_han_2166.jpg","0","0","0","0","0","30-10-2006 21:49:40"
"937","3735","156","104","Subadult han","Subadult male","Pictures\Philodromus_margaritatus_subhan_2137.jpg","0","0","0","0","0","30-10-2006 21:50:20"
"938","3738","390","338","Han","Male","Pictures\Steatoda_nobilis_han_2170.jpg","0","0","0","0","0","30-10-2006 21:51:01"
"939","3738","390","338","Han. Bemærk de rillede områder bagerst på forkroppen, som anvendes til at producere lyd","Male. Note the ridges used for sound production at rear of carapace","Pictures\Steatoda_nobilis_han_2171.jpg","0","0","0","0","0","30-10-2006 21:54:09"
"940","3739","1113","339","Han","Male","Pictures\Zoropsis_spinimana_han_2148.jpg","0","0","0","0","0","30-10-2006 21:55:11"
"941","3739","1113","339","Han","Male","Pictures\Zoropsis_spinimana_han_2151.jpg","0","0","0","0","0","30-10-2006 21:56:02"
"942","3739","1113","339","Han","Male","Pictures\Zoropsis_spinimana_han_2152.jpg","0","0","0","0","0","30-10-2006 21:57:00"
"943","3739","1113","339","Hun","Female","Pictures\Zoropsis_spinimana_hun_2141.jpg","0","0","0","0","0","30-10-2006 21:57:53"
"944","3739","1113","339","Hun","Female","Pictures\Zoropsis_spinimana_hun_2143.jpg","0","0","0","0","0","30-10-2006 21:58:32"
"945","3739","1113","339","Hun","Female","Pictures\Zoropsis_spinimana_hun_2144.jpg","0","0","0","0","0","30-10-2006 21:59:16"
"946","3739","1113","339","Hun","Female","Pictures\Zoropsis_spinimana_hun_2146.jpg","0","0","0","0","0","30-10-2006 21:59:56"
"947","3739","1113","339","Hunnens tibia I (skinneben)","Female tibia I","Pictures\Zoropsis_spinimana_hun_2147.jpg","0","0","0","0","0","30-10-2006 22:04:53"
"948","3729","253","133","Subadult han","Subadult male","Pictures\Dolomedes_plantarius_subhan_2183.jpg","0","0","0","0","0","30-10-2006 22:05:37"
"949","3729","253","133","Subadult han","Subadult male","Pictures\Dolomedes_plantarius_subhan_2184.jpg","0","0","0","0","0","30-10-2006 22:06:17"
"950","3729","253","133","Subadult han","Subadult male","Pictures\Dolomedes_plantarius_subhan_2186.jpg","0","0","0","0","0","30-10-2006 22:07:05"
"951","3731","145","336","Fembenet gammel hun","Five-legged old female","Pictures\Philodromus_aureolus_hun_2178.jpg","0","0","0","0","0","30-10-2006 22:07:57"
"952","3728","401","335","Hun vogtende ægsæk","Female guarding eggsack","Pictures\Phylloneta_impressa_hun_2167.jpg","0","0","0","0","0","30-10-2006 22:09:39"
"953","3728","3795","335","Hun","Female","Pictures\Phylloneta_impressa_hun_2168.jpg","0","0","0","0","0","30-10-2006 22:10:09"
"954","3728","3795","335","Hun","Female","Pictures\Phylloneta_impressa_hun_2169.jpg","0","0","0","0","0","30-10-2006 22:11:02"
"955","3737","340","330","Han","Male","Pictures\Walckenaeria_acuminata_han_2175.jpg","0","0","0","0","0","30-10-2006 22:11:27"
"956","3737","340","330","Han","Male","Pictures\Walckenaeria_acuminata_han_2177.jpg","0","0","0","0","0","30-10-2006 22:11:53"
"957","3731","145","336","Gammel hun","Old female","Pictures\Philodromus_aureolus_hun_2179.jpg","0","0","0","0","0","30-10-2006 22:20:50"
"958","3694","601","330","Han","Male","Pictures\Kaestneria_pullata_han_2133.jpg","0","0","0","0","0","03-11-2006 20:08:02"
"959","3689","544","331","Han","Male","Pictures\Porrhomma_pygmaeum_han_2120.jpg","0","0","0","0","0","03-11-2006 20:08:50"
"960","3730","45","336","Subadult han","Subadult male","Pictures\Clubiona_corticalis_subhan_2180.jpg","0","0","0","0","0","03-11-2006 20:09:25"
"961","3730","45","336","Subadult han","Subadult male","Pictures\Clubiona_corticalis_subhan_2181.jpg","0","0","0","0","0","03-11-2006 20:10:01"
"962","3754","580","342","Han","Male","Pictures\Centromerus_arcanus_han_2214.jpg","1","0","0","0","0","20-11-2006 22:39:50"
"963","3754","580","342","Han","Male","Pictures\Centromerus_arcanus_han_2215.jpg","1","0","0","0","0","20-11-2006 22:40:06"
"964","3740","511","340","Hun","Female","Pictures\Erigone_atra_hun_2194.jpg","0","0","0","0","0","20-11-2006 22:40:29"
"965","3752","362","341","Han","Male","Pictures\Hahnia_nava_han_2218.jpg","0","0","0","0","0","20-11-2006 22:40:51"
"966","3753","437","342","Han","Male","Pictures\Hypselistes_jacksoni_han_2210.jpg","0","0","0","0","0","20-11-2006 22:41:11"
"967","3753","437","342","Han","Male","Pictures\Hypselistes_jacksoni_han_2211.jpg","0","0","0","0","0","20-11-2006 22:41:29"
"968","3753","437","342","Han","Male","Pictures\Hypselistes_jacksoni_han_2212.jpg","0","0","0","0","0","20-11-2006 22:41:45"
"969","3751","603","341","Hun","Female","Pictures\Poeciloneta_variegata_hun_2204.jpg","0","0","0","0","0","20-11-2006 22:42:06"
"970","3751","603","341","Hun","Female","Pictures\Poeciloneta_variegata_hun_2206.jpg","0","0","0","0","0","20-11-2006 22:42:21"
"971","3743","76","341","Hun","Female","Pictures\Scotina_gracilipes_hun_2192.jpg","0","0","0","0","0","20-11-2006 22:42:43"
"972","3739","1113","339","Munddele fra en hun","Mouthparts of female","Pictures\Zoropsis_spinimana_hun_2195.jpg","0","0","0","0","0","20-11-2006 22:44:41"
"973","3739","1113","339","Epigyn","Epigyne","Pictures\Zoropsis_spinimana_hun_2196.jpg","0","0","0","0","0","20-11-2006 22:45:19"
"974","3739","1113","339","Klobørster fra tarsus af hun","Claw tuft of female tarsus","Pictures\Zoropsis_spinimana_hun_2197.jpg","0","0","0","0","0","20-11-2006 22:46:29"
"975","3756","652","77","Han med kun tre øjne","Male with only three eyes","Pictures\Amaurobius_similis_han_2219.jpg","0","0","0","0","0","02-12-2006 21:04:52"
"976","3756","652","77","Hannens palper","Male palps","Pictures\Amaurobius_similis_han_2220.jpg","0","0","0","0","0","02-12-2006 21:05:36"
"977","3772","595","343","Han","Male","Pictures\Bathyphantes_approximatus_han_2229.jpg","0","0","0","0","0","02-12-2006 21:06:49"
"978","3770","351","343","Han, karakteristiske dråbeformede palper","Male, characteristic palps shaped like a droplet","Pictures\Gnathonarium_dentatum_han_2230.jpg","0","0","0","0","0","02-12-2006 21:08:25"
"979","3770","351","343","Han","Male","Pictures\Gnathonarium_dentatum_han_2231.jpg","0","0","0","0","0","02-12-2006 21:08:54"
"980","3741","350","340","Han","Male","Pictures\Hylyphantes_graminicola_han_2223.jpg","0","0","0","0","0","02-12-2006 21:09:37"
"981","3741","350","340","Han","Male","Pictures\Hylyphantes_graminicola_han_2225.jpg","0","0","0","0","0","02-12-2006 21:11:13"
"982","3753","437","342","Hun","Female","Pictures\Hypselistes_jacksoni_hun_2233.jpg","0","0","0","0","0","02-12-2006 21:11:40"
"983","3753","437","342","Hun","Female","Pictures\Hypselistes_jacksoni_hun_2234.jpg","0","0","0","0","0","02-12-2006 21:12:10"
